id,product_services,revenue_omu,type,country,related_to_food,related_to_seafood,company_type
"Allen, Mitchell and Nelson",,,Beneficial Owner,ZH,,,NULL
"Allen, Munoz and Barrett",,,Beneficial Owner,ZH,,,NULL
"Allen, Nguyen and Shaw",,,Beneficial Owner,ZH,,,NULL
"Allen, Patel and Miller",,,Company Contacts,ZH,,,NULL
"Allen, Patterson and Dudley",,,Beneficial Owner,ZH,,,NULL
"Allen, Phillips and Wilkins",,,Beneficial Owner,ZH,,,NULL
"Allen, Ramirez and Butler",,,Beneficial Owner,ZH,,,NULL
"Allen, Simon and Valenzuela",,,Beneficial Owner,ZH,,,NULL
"Allen, Thomas and Jackson","Vehicles; Engines, gearboxes, and other parts",39666.6728,Company,ZH,0,0,NULL
"Allen, Thomas and Rodriguez",,,Company Contacts,ZH,,,NULL
"Allen, Todd and Marsh",,,Beneficial Owner,ZH,,,NULL
"Allen, Vargas and Martinez",,,Beneficial Owner,ZH,,,NULL
"Allen, Wiley and Mitchell",,,Beneficial Owner,ZH,,,NULL
"Allen, Young and Moreno",,,Beneficial Owner,ZH,,,NULL
Allen-Brown,Plastic materials and resins,832981.4491,Company,ZH,0,0,NULL
Allen-Bryant,,,Beneficial Owner,ZH,,,NULL
Allen-Chavez,,,Beneficial Owner,ZH,,,NULL
Allen-Davis,,,Company Contacts,ZH,,,NULL
Allen-Deleon,,,Beneficial Owner,ZH,,,NULL
Allen-Eaton,,,Company Contacts,ZH,,,NULL
Allen-Fisher,,,Company Contacts,ZH,,,NULL
Allen-Fisher,,,Company Contacts,ZH,,,NULL
Allen-Forbes,,,Company Contacts,ZH,,,NULL
Allen-Francis,,4785.4199,Company,ZH,,,NULL
Allen-Guzman,Clothing apparel and accessories,24351.269,Company,ZH,0,0,NULL
Allen-Guzman,,,Company,ZH,,,NULL
Allen-Hamilton,,,Company Contacts,ZH,,,NULL
Allen-Hernandez,,,Beneficial Owner,ZH,,,NULL
Allen-Johnson,,,Beneficial Owner,ZH,,,NULL
Allen-Johnson,,,Company Contacts,ZH,,,NULL
Allen-Landry,,,Company Contacts,ZH,,,NULL
Allen-Maynard,,,Company Contacts,ZH,,,NULL
Allen-Mcmillan,,,Company Contacts,ZH,,,NULL
Allen-Morgan,,,Company Contacts,ZH,,,NULL
Allen-Mullins,,,Beneficial Owner,ZH,,,NULL
Allen-Osborn,,,Company Contacts,ZH,,,NULL
Allen-Phelps,,,Company Contacts,ZH,,,NULL
Allen-Potter,,,Beneficial Owner,ZH,,,NULL
Allen-Robles,Machine tools accessories and precision surface inspection and tooling equipment,6209.9455,Company,ZH,0,0,NULL
Allen-Rodriguez,,,Beneficial Owner,ZH,,,NULL
Allen-Smith,,,Company Contacts,ZH,,,NULL
Allen-Smith,,,Company Contacts,ZH,,,NULL
Allen-Steele,,,Company Contacts,ZH,,,NULL
Allen-Stein,,,Beneficial Owner,ZH,,,NULL
Allen-Sutton,,,Company Contacts,ZH,,,NULL
Allen-Tran,,,Beneficial Owner,ZH,,,NULL
Allen-Vincent,,,Beneficial Owner,ZH,,,NULL
Allen-Weaver,,,Beneficial Owner,ZH,,,NULL
Allen-Woods,,,Beneficial Owner,ZH,,,NULL
Allison Inc,,8506.6728,Company,ZH,,,Inc
"Allison, Berry and Callahan",,,Beneficial Owner,ZH,,,NULL
"Allison, Holt and Robinson",,,Beneficial Owner,ZH,,,NULL
"Allison, Miller and Brown",,,Company Contacts,ZH,,,NULL
"Allison, Mooney and Reed",,4746.6728,Company,ZH,,,NULL
"Allison, Russell and Solomon",,,Beneficial Owner,ZH,,,NULL
Allison-Jones,,,Company Contacts,ZH,,,NULL
Allison-Rivera,,,Beneficial Owner,ZH,,,NULL
Allison-Rodriguez,,,Beneficial Owner,ZH,,,NULL
Allison-Stark,,,Beneficial Owner,ZH,,,NULL
Allison-Williams,,,Company Contacts,ZH,,,NULL
Alvarado PLC,,,Company Contacts,ZH,,,PLC
"Alvarado, Campbell and Caldwell",,,Company Contacts,ZH,,,NULL
"Alvarado, Hawkins and Moore",,,Company,ZH,,,NULL
"Alvarado, Jensen and Brown","Acid resistant cements and coatings, as well as waterproofing, floor coating, tank linings and external coatings; Decorative floor finishes, car park deck coatings, self levelling floor finishes, heavy duty flooring, cement-based mortars, skim coats, floor hardeners and potable water tank coatings",9513.8703,Company,ZH,0,0,NULL
"Alvarado, Nelson and Shepherd",,,Company Contacts,ZH,,,NULL
Alvarado-Cohen,,,Company Contacts,ZH,,,NULL
Alvarado-Cortez,,,Beneficial Owner,ZH,,,NULL
Alvarado-Cruz,,,Beneficial Owner,ZH,,,NULL
Alvarado-Johnson,,,Beneficial Owner,ZH,,,NULL
Alvarado-Lee,,,Company Contacts,ZH,,,NULL
Alvarado-Moore,,,Beneficial Owner,ZH,,,NULL
Alvarado-Oliver,"Paint, coating, and adhesive products",,Company,ZH,0,0,NULL
Alvarado-Sanchez,"Anti-foam compounds and emulsions, silicone emulsions and greases, silicone fluids, and other miscellaneous products",32683.4016,Company,ZH,0,0,NULL
Alvarado-Willis,,,Company Contacts,ZH,,,NULL
Alvarez Group,,,Beneficial Owner,ZH,,,Group
Alvarez Group,,,Beneficial Owner,ZH,,,Group
Alvarez Inc,,,Beneficial Owner,ZH,,,Inc
Alvarez LLC,,,Beneficial Owner,ZH,,,Limited
Alvarez LLC,,,Beneficial Owner,ZH,,,Limited
Alvarez Ltd,,,Beneficial Owner,ZH,,,Limited
Alvarez Ltd,,,Company Contacts,ZH,,,Limited
Alvarez PLC,,,Beneficial Owner,ZH,,,PLC
Alvarez PLC,,,Beneficial Owner,ZH,,,PLC
"Alvarez, Dawson and Nielsen",,,Beneficial Owner,ZH,,,NULL
"Alvarez, Gutierrez and Garcia",,,Company Contacts,ZH,,,NULL
"Alvarez, Harrell and Zimmerman",Food products,125262.609,Company,ZH,1,0,NULL
"Alvarez, Jones and Taylor",,11766.6728,Company,ZH,,,NULL
"Alvarez, Martinez and Henry",,,Beneficial Owner,ZH,,,NULL
"Alvarez, Olsen and Duncan",,,Beneficial Owner,ZH,,,NULL
"Alvarez, Phillips and Park",,,Beneficial Owner,ZH,,,NULL
"Alvarez, Stout and Taylor",,,Beneficial Owner,ZH,,,NULL
"Alvarez, Vasquez and Medina",,,Beneficial Owner,ZH,,,NULL
"Alvarez, Young and Hogan",,,Beneficial Owner,ZH,,,NULL
Alvarez-Cabrera,"Flat products (coils, strips, sheets), both carbon and pre-painted (PPGI) steel and carbon steel welded tubes",5215309.913,Company,ZH,0,0,NULL
Alvarez-Conway,,,Company Contacts,ZH,,,NULL
Alvarez-Gonzales,,,Beneficial Owner,ZH,,,NULL
Alvarez-Johnson,,,Beneficial Owner,ZH,,,NULL
Alvarez-Owens,,,Beneficial Owner,ZH,,,NULL
Alvarez-Rogers,"Paint aerosols, touch up's, putties and paint products",,Company,ZH,0,0,NULL
Alvarez-Stephens,,,Company Contacts,ZH,,,NULL
Alvarez-Vargas,,,Beneficial Owner,ZH,,,NULL
Alvarez-Williams,,,Company Contacts,ZH,,,NULL
Alvarez-Wong,,,Beneficial Owner,ZH,,,NULL
Amerigo - AS Brothers,,,Company,Oceanus,,,A/S
Amerigo Dockyard S.p.A. Distribution,,,Company,Polarinda,,,S.p.A.
Amerigo Incorporated Marine ecology,,5669.9016,Company,Marebak,,,Inc
Amerigo Limited Liability Company,,,Company,Oceanus,,,Limited
Amerigo River S.p.A. Express,"Business support services (Organizational change management assistance, development of coaching skills, technology implementation, strategy development, and operational improvement services)",4737.3142,Company,Oceanus,0,0,S.p.A.
Amur  Estuary Pic Cargo,"Air compressor, hand tools, hardware, hydraulics, pressure washers, trailer parts and welding",118666.6728,Company,Coralmarica,0,0,PLC
Amur  GmbH & Co. KG,Gelatines and other foodstuff ingredients,43756.7777,Company,Nalakond,1,0,Ges.m.b.H
Amur  GmbH & Co. KG Distribution,,13536.6728,Company,Oceanus,,,Ges.m.b.H
Amur  Holdings Coral Reef,Food and general merchandise,,Company,Oceanus,1,0,NULL
Amur  Ltd. Liability Co,,4666.6728,Company,Brindisola,,,Limited
Ancla Azul SRL Coral,Plastic products,43366.6728,Company,Oceanus,0,0,SRL
Ancla Azul ОАО Holdings,"Piece goods, fabrics, knitting yarns, thread and other notions, and accessories; Services (Preparation of fibers, weaving of fabric, knitting of fabric, and fiber and fabric finishing, finishing and fabricating fabric products, and basic alterations, such as hemming, taking in or letting out of fabrics, lengthening or shortening services)",17408.5485,Company,Marebak,0,0,ОАО
Ancla Azul ОАО Holdings,"Marketing frozen and refrigerated food products, as well as in logistics services",638666.6728,Company,Oceanus,1,0,ОАО
Ancla de Oro & AS Carriers,Meat and meat products,,Company,Gavanovia,1,0,A/S
Ancla de Oro AB,Wiring systems for the automotive industry,,Company,Sol y Oceana,0,0,AB
Ancla de Oro AG Freight,,4746.6728,Company,Oceanus,,,AG
Ancla de Oro Anchor,,8647.507,Company,Marebak,,,NULL
Ancla de Oro Co,,4736.6728,Company,Oceanus,,,Co
Ancla de Oro Kga Flounder,,10106.6728,Company,Oceanus,,,Kga
Ancla de Oro LLC,,7096.6728,Company,Oceanus,,,Limited
Ancla de Oro Pelican,"Whole cooked crawfish, alaska pollock, king crab legs and claws, IQF tilapia fillets, IVP pacific salmon fillet portions, snow crab clusters, dungeness crab clusters, IVP sockeye salmon fillets, pollock blocks, bulk red king crab, shatterpacked pacific cod fillets, and head and gutted pacific salmon",5066.6728,Company,Oceanus,1,1,NULL
Ancla de Oro Rybachit N.V. & Son's,,5168.8373,Company,Zawalinda,,,N.V.
Ancla de Oro Transit,,20755.2602,Company,Brindisola,,,NULL
Ancla del Este A/S,,,Company,Faraluna,,,A/S
Ancla del Este AG,"Bioactive peptide, such as fish collagen peptide, ovalbumin peptide and soybean peptide",21491.5663,Company,Marebak,1,1,AG
Ancla del Este AS,,7689.0847,Company,Puerto Sol,,,A/S
Ancla del Este Co Saltwater,,4736.6728,Company,Oceanus,,,Co
Ancla del Este Company Industrial,,5126.6728,Company,Oceanus,,,Co
Ancla del Este Company Marine conservation,,5036.6728,Company,Oceanus,,,Co
Ancla del Este Incorporated Solutions,,8634.6416,Company,Marebak,,,Inc
Ancla del Este LC,Gelatin supplements and collagen products,41166.6728,Company,Oceanus,0,0,Limited
Ancla del Este LC,,9476.6728,Company,Oceanus,,,Limited
Ancla del Este LLC,Fish and seafoods products,66850.599,Company,Nalakond,1,1,Limited
Ancla del Este LLC,Yarns,26566.6728,Company,Oceanus,0,0,Limited
Ancla del Este Ltd. Liability Co,,7164.9234,Company,Kondanovia,,,Limited
Ancla del Este Merchants,,10396.6728,Company,Oceanus,,,NULL
Ancla del Este NV,,5276.6728,Company,Oceanus,,,N.V.
Ancla del Este OJSC,,16366.6728,Company,Oceanus,,,OJSC
Ancla del Este Sagl,"Bottom fishes, shellfish, salmon fish, halibuts, farmed fishes, and exotics, as well as oysters, Pollock, shrimp, catfish, clams, cod, crab, flounder, sole, tilapia, tuna, whiting fish, and rockfish",16166.6728,Company,Oceanus,1,1,Sagl
Ancla del Este Sp Fish,Operation of fishing vessels and the distribution of seafood,130211.6728,Company,Uzifrica,1,1,Sp
Ancla del Este Starfish,"Providing high end elevated basic fabrications for adults, youth , Juvy and toddler with top of the line dyeing and finishing technology as well as deliver cotton and cotton-blended garments with the best possible color, hand and shrinkage control on tubular and side seamed fabric",23066.6728,Company,Oceanus,0,0,NULL
Ancla del Este Tsunami,,11010.891,Company,Nalakond,,,NULL
Ancla del Este ОАО,Seafood and seafood products,130822.6779,Company,Thessalandia,1,1,ОАО
Ancla del Mar and,,,Company,Oceanus,,,NULL
Ancla del Mar Company,,16466.6728,Company,Oceanus,,,Co
Ancla del Mar Corp,,,Company,Isliandor,,,Co
Ancla del Mar Express,"Specialises in manufacturing a wide range of auto machine design, hot melt applicator and lamination equipment, cosmetic filling machine, fine ceramic components and ultrasonic beauty appliances",,Company,Isliandor,0,0,NULL
Ancla del Mar LC,,8853.5085,Company,Marebak,,,Limited
Ancla del Mar Pic Worldwide,Fish and seafoods products,4666.6728,Company,Thessalandia,1,1,PLC
Ancla Marina Limited Liability Company,Leather shoes and other leather products,112195.4845,Company,Riodelsol,0,0,Limited
Ancla Marina Ltd. Liability Co Harbor,Specializes in providing trucking and courier services,506612.5008,Company,Rio Isla,0,0,Limited
Ancla Marina N.V. Brothers,Food and non-food products,50966.6728,Company,Oceanus,1,0,N.V.
Andaman  GmbH & Co. KG Export,,9042.3879,Company,Marebak,,,Ges.m.b.H
Andaman  Jetty S.A. de C.V. Marine ecology,"Focuses on false eyelashes; Various strip false eyelashes, eyelash extensions and accessories",8741.7159,Company,Marebak,0,0,S.A. de C.V.
Andaman  Roe BV Import,,15866.6728,Company,Oceanus,,,BV
Andersen and Sons,,,Beneficial Owner,ZH,,,Sons
Andersen Group,,,Company Contacts,ZH,,,Group
Andersen Ltd,,,Beneficial Owner,ZH,,,Limited
"Andersen, Phillips and Pena",,,Company Contacts,ZH,,,NULL
Andersen-Clark,,,Company Contacts,ZH,,,NULL
Andersen-Nicholson,,,Beneficial Owner,ZH,,,NULL
Andersen-Reynolds,,,Company Contacts,ZH,,,NULL
Andersen-Thompson,,,Beneficial Owner,ZH,,,NULL
Anderson and Sons,,,Beneficial Owner,ZH,,,Sons
Anderson and Sons,,,Beneficial Owner,ZH,,,Sons
Anderson and Sons,,,Beneficial Owner,ZH,,,Sons
Anderson and Sons,,,Beneficial Owner,ZH,,,Sons
Anderson and Sons,,,Beneficial Owner,ZH,,,Sons
Anderson and Sons,,,Company Contacts,ZH,,,Sons
Anderson Group,Food and non-food products,1652887.871,Company,ZH,1,0,Group
Anderson Group,"Electric arc furnaces ( EAF), ladle refining furnaces (LF), continuous casting machines (CCM), rolling mills and melt shop auxiliary systems",9347.4958,Company,ZH,0,0,Group
Anderson Group,,,Beneficial Owner,ZH,,,Group
Anderson Group,,,Beneficial Owner,ZH,,,Group
Anderson Group,,,Beneficial Owner,ZH,,,Group
Anderson Group,,,Beneficial Owner,ZH,,,Group
Anderson Group,,,Beneficial Owner,ZH,,,Group
Anderson Group,,,Beneficial Owner,ZH,,,Group
Anderson Group,,,Company Contacts,ZH,,,Group
Anderson Group,,,Company Contacts,ZH,,,Group
Anderson Group,,,Company Contacts,ZH,,,Group
Anderson Group,,,Company Contacts,ZH,,,Group
Anderson Group,,,Company Contacts,ZH,,,Group
Anderson Group,,,Company Contacts,ZH,,,Group
Anderson Inc,,,Beneficial Owner,ZH,,,Inc
Anderson Inc,,,Beneficial Owner,ZH,,,Inc
Anderson Inc,,,Beneficial Owner,ZH,,,Inc
Anderson Inc,,,Beneficial Owner,ZH,,,Inc
Anderson Inc,,,Beneficial Owner,ZH,,,Inc
Anderson Inc,,,Beneficial Owner,ZH,,,Inc
Anderson Inc,,,Beneficial Owner,ZH,,,Inc
Anderson Inc,,,Beneficial Owner,ZH,,,Inc
Anderson Inc,,,Company Contacts,ZH,,,Inc
Anderson Inc,,,Company Contacts,ZH,,,Inc
Anderson LLC,,,Beneficial Owner,ZH,,,Limited
Anderson LLC,,,Beneficial Owner,ZH,,,Limited
Anderson LLC,,,Beneficial Owner,ZH,,,Limited
Anderson LLC,,,Beneficial Owner,ZH,,,Limited
Anderson LLC,,,Beneficial Owner,ZH,,,Limited
Anderson LLC,,,Company Contacts,ZH,,,Limited
Anderson LLC,,,Company Contacts,ZH,,,Limited
Anderson LLC,,,Company Contacts,ZH,,,Limited
Anderson Ltd,Maritime transport business,26651.5774,Company,ZH,1,1,Limited
Anderson Ltd,"Products, services, and system solutions in the areas gas measuring technology, personal protection, diving, and system technologies",,Company,ZH,0,0,Limited
Anderson Ltd,,,Beneficial Owner,ZH,,,Limited
Anderson Ltd,,,Beneficial Owner,ZH,,,Limited
Anderson Ltd,,,Beneficial Owner,ZH,,,Limited
Anderson Ltd,,,Beneficial Owner,ZH,,,Limited
Anderson Ltd,,,Company Contacts,ZH,,,Limited
Anderson Ltd,,,Company Contacts,ZH,,,Limited
Anderson Ltd,,,Company Contacts,ZH,,,Limited
Anderson Ltd,,,Company Contacts,ZH,,,Limited
Anderson PLC,,,Beneficial Owner,ZH,,,PLC
Anderson PLC,,,Company Contacts,ZH,,,PLC
Anderson PLC,,,Company Contacts,ZH,,,PLC
"Anderson, Adams and Simpson",,,Company Contacts,ZH,,,NULL
"Anderson, Andrews and Phillips",,,Beneficial Owner,ZH,,,NULL
"Anderson, Bartlett and Walsh",,,Beneficial Owner,ZH,,,NULL
"Anderson, Bennett and Gutierrez",,,Beneficial Owner,ZH,,,NULL
"Anderson, Berger and Bradley",,,Company Contacts,ZH,,,NULL
"Anderson, Blackburn and Todd",,,Beneficial Owner,ZH,,,NULL
"Anderson, Brewer and Foster",,,Beneficial Owner,ZH,,,NULL
"Anderson, Burns and May",,,Beneficial Owner,ZH,,,NULL
"Anderson, Camacho and Phillips",,,Company Contacts,ZH,,,NULL
"Anderson, Church and Olson",,,Company,ZH,,,NULL
"Anderson, Cohen and Barnett",,,Beneficial Owner,ZH,,,NULL
"Anderson, Collins and Brown",,,Company Contacts,ZH,,,NULL
"Anderson, Cooper and Gonzalez",,,Beneficial Owner,ZH,,,NULL
"Anderson, Dean and Stone",,,Beneficial Owner,ZH,,,NULL
"Anderson, Delacruz and Ochoa",,,Beneficial Owner,ZH,,,NULL
"Anderson, Elliott and Bates",,,Beneficial Owner,ZH,,,NULL
"Anderson, Fields and Dean",,,Company,ZH,,,NULL
"Anderson, Frost and Haas",,,Company Contacts,ZH,,,NULL
"Anderson, Fry and Lopez",,,Beneficial Owner,ZH,,,NULL
"Anderson, Gross and Becker","Personal, home, and office accessories",18166.6728,Company,ZH,0,0,NULL
"Anderson, Hamilton and Morgan",,,Beneficial Owner,ZH,,,NULL
"Anderson, Kane and Alvarez",,,Beneficial Owner,ZH,,,NULL
"Anderson, Lewis and Hudson",,,Beneficial Owner,ZH,,,NULL
"Anderson, Lopez and Lucas",,,Beneficial Owner,ZH,,,NULL
"Anderson, Martin and Cox",,,Beneficial Owner,ZH,,,NULL
"Anderson, Mccoy and Wright",,,Company Contacts,ZH,,,NULL
"Anderson, Mejia and Page",,,Beneficial Owner,ZH,,,NULL
"Anderson, Montgomery and Lopez",,,Beneficial Owner,ZH,,,NULL
"Anderson, Myers and Carroll",,,Beneficial Owner,ZH,,,NULL
"Anderson, Newman and Terrell",,,Beneficial Owner,ZH,,,NULL
"Anderson, Norris and Hebert",,,Beneficial Owner,ZH,,,NULL
"Anderson, Ortiz and Gutierrez",,,Company Contacts,ZH,,,NULL
"Anderson, Parsons and Cooper",,,Company Contacts,ZH,,,NULL
"Anderson, Pena and Tanner",,,Beneficial Owner,ZH,,,NULL
"Anderson, Phillips and Price",,,Company Contacts,ZH,,,NULL
"Anderson, Ray and Barnett",,,Beneficial Owner,ZH,,,NULL
"Anderson, Reed and Woods",,,Beneficial Owner,ZH,,,NULL
"Anderson, Richardson and Haynes",,,Company Contacts,ZH,,,NULL
"Anderson, Rivera and Beck",,5638.8905,Company,ZH,,,NULL
"Anderson, Rose and Nguyen",,,Company Contacts,ZH,,,NULL
"Anderson, Ross and Parks",,,Beneficial Owner,ZH,,,NULL
"Anderson, Russell and Allen",Food ingredients,102724.9549,Company,ZH,1,0,NULL
"Anderson, Sanchez and Martinez",,,Company Contacts,ZH,,,NULL
"Anderson, Smith and Jones",,,Beneficial Owner,ZH,,,NULL
"Anderson, Smith and Kelly",,,Beneficial Owner,ZH,,,NULL
"Anderson, Smith and Smith",,,Beneficial Owner,ZH,,,NULL
"Anderson, Spencer and White",,,Beneficial Owner,ZH,,,NULL
"Anderson, Stephens and Robertson",,,Company Contacts,ZH,,,NULL
"Anderson, Tucker and Williams",Valve,20931.2315,Company,ZH,0,0,NULL
"Anderson, Valdez and Contreras",,,Beneficial Owner,ZH,,,NULL
"Anderson, Villanueva and Mathews",,,Beneficial Owner,ZH,,,NULL
"Anderson, Webster and Moore",,,Company Contacts,ZH,,,NULL
"Anderson, Williams and Johnson",,,Company,ZH,,,NULL
"Anderson, Williams and Ward",,,Beneficial Owner,ZH,,,NULL
"Anderson, Willis and Rodriguez",,,Company Contacts,ZH,,,NULL
"Anderson, Wilson and Taylor",,,Beneficial Owner,ZH,,,NULL
Anderson-Anderson,,,Beneficial Owner,ZH,,,NULL
Anderson-Barrera,,,Beneficial Owner,ZH,,,NULL
Anderson-Campbell,,,Beneficial Owner,ZH,,,NULL
Anderson-Carey,,,Beneficial Owner,ZH,,,NULL
Anderson-Clark,,,Beneficial Owner,ZH,,,NULL
Anderson-Cook,,,Beneficial Owner,ZH,,,NULL
Anderson-Cox,,,Company Contacts,ZH,,,NULL
Anderson-Cruz,,4796.6728,Company,ZH,,,NULL
Anderson-Dawson,,,Beneficial Owner,ZH,,,NULL
Anderson-Dickerson,,,Company Contacts,ZH,,,NULL
Anderson-Evans,,,Beneficial Owner,ZH,,,NULL
Anderson-Farmer,,,Company Contacts,ZH,,,NULL
Anderson-Fuentes,,,Beneficial Owner,ZH,,,NULL
Anderson-Garza,,,Beneficial Owner,ZH,,,NULL
Anderson-George,,,Beneficial Owner,ZH,,,NULL
Anderson-Gonzalez,,,Beneficial Owner,ZH,,,NULL
Anderson-Green,,,Company Contacts,ZH,,,NULL
Anderson-Griffin,,,Beneficial Owner,ZH,,,NULL
Anderson-Henderson,,,Beneficial Owner,ZH,,,NULL
Anderson-Holmes,,8368.0489,Company,ZH,,,NULL
Anderson-Jackson,,,Company Contacts,ZH,,,NULL
Anderson-Jones,,,Company Contacts,ZH,,,NULL
Anderson-Le,,,Beneficial Owner,ZH,,,NULL
Anderson-Lester,,,Company,ZH,,,NULL
Anderson-Marsh,"Industrial chemicals such as adhesives, sealants, and surface treatments",33526.7005,Company,ZH,0,0,NULL
Anderson-Nash,Casting of iron,,Company,ZH,0,0,NULL
Anderson-Neal,,,Beneficial Owner,ZH,,,NULL
Anderson-Ochoa,,,Beneficial Owner,ZH,,,NULL
Anderson-Oliver,,,Company Contacts,ZH,,,NULL
Anderson-Olson,Fish and fish products,35182.6742,Company,ZH,1,1,NULL
Anderson-Oneill,,,Company Contacts,ZH,,,NULL
Anderson-Orozco,,,Company Contacts,ZH,,,NULL
Anderson-Page,,,Beneficial Owner,ZH,,,NULL
Anderson-Ray,,,Beneficial Owner,ZH,,,NULL
Anderson-Russo,,,Company,ZH,,,NULL
Anderson-Sanchez,,,Beneficial Owner,ZH,,,NULL
Anderson-Saunders,,,Beneficial Owner,ZH,,,NULL
Anderson-Shepherd,,,Beneficial Owner,ZH,,,NULL
Anderson-Simmons,,,Beneficial Owner,ZH,,,NULL
Anderson-Smith,,,Beneficial Owner,ZH,,,NULL
Anderson-Smith,,,Company Contacts,ZH,,,NULL
Anderson-Thornton,,,Company Contacts,ZH,,,NULL
Anderson-Villa,,,Beneficial Owner,ZH,,,NULL
Anderson-Walls,,,Company Contacts,ZH,,,NULL
Anderson-Ward,,,Beneficial Owner,ZH,,,NULL
Anderson-West,,,Beneficial Owner,ZH,,,NULL
Anderson-Williams,,,Company,ZH,,,NULL
Anderson-Williams,,,Company Contacts,ZH,,,NULL
Anderson-Wilson,,,Beneficial Owner,ZH,,,NULL
Andhra Pradesh   BV Coral,,28466.6728,Company,Oceanus,,,BV
Andhra Pradesh   BV Marine life,E-commerce based wholesaler,6206.6728,Company,Oceanus,0,0,BV
Andhra Pradesh   CJSC Merchants,Automatic cutting systems,16680.4542,Company,Puerto Sol,0,0,CJSC
