source,BOCnt,CCCnt
"Blake, Parks and Abbott",1,0
"Blake, Simpson and Armstrong",1,0
Blake-Bailey,1,0
Blake-Bishop,1,0
Blake-Griffin,1,0
Blankenship-Flores,1,0
Blankenship-Rios,1,0
Blevins Group,1,0
Blue GmbH & Co. KG Brothers,3,1
Blue Horizon OJSC Delivery,2,1
Blue Horizon Plc Shipping,3,1
Blue Horizon S.A. de C.V. Import,2,1
Blue Nile  CJSC Holdings,3,1
Blue Nile  Inc Distribution,3,1
Blue Nile  Ltd Transport,3,1
Blue Nile  Ltd. Liability Co,3,1
Blue Water Ventures A/S,3,1
Blue Water Ventures Company Cargo,1,1
Blue Water Ventures Kga,3,1
Blue Water Ventures Lighthouse Pic Services,3,1
Blue Water Ventures Limited Liability Company,6,2
Blue Water Ventures Marine life,2,1
Blue Water Ventures Plc,1,1
Blue Water Ventures Sea GmbH Consulting,1,1
BlueTide GmbH & Co. KG,48,1
BlueTide Limited Liability Company International,4,1
BlueTide N.V. Marine conservation,1,1
BlueTide S.A. de C.V. Marine ecology,2,1
BlueWater Bistro A/S Enterprises,8,1
BlueWater Bistro Company Shipping,1,1
BlueWater Bistro Company Solutions,3,1
BlueWater Bistro GmbH Industrial,2,1
BlueWaterBites Ltd. Liability Co Services,25,1
Bolton-Wall,1,0
"Bond, Buck and Chen",1,0
Bonilla-Ford,1,0
Booker-Evans,1,0
"Boone, Wilcox and Roman",1,0
"Boone, Young and Holder",1,0
Boone-Taylor,1,0
Boone-Wheeler,1,0
Booth Group,1,0
"Booth, Figueroa and Shepard",1,0
"Booth, Vincent and Wright",1,0
Booth-Andrews,1,0
Booth-Lowery,1,0
"Bowen, Williams and Clark",1,0
Bowen-Smith,1,0
Bowers LLC,1,0
Bowers Ltd,1,0
"Bowers, Clark and Barnes",1,0
"Bowers, Ingram and Lawrence",1,0
Bowers-Odonnell,1,0
Bowman Inc,1,0
Bowman LLC,2,0
Bowman Ltd,1,0
Bowman PLC,1,0
"Bowman, Serrano and Edwards",1,0
"Bowman, Williams and Wood",1,0
Bowman-Le,1,0
Boyd Group,4,0
Boyd Inc,1,0
Boyd LLC,2,0
Boyd Ltd,1,0
"Boyd, Carter and Newman",1,0
Boyd-Jimenez,1,0
Boyd-Obrien,1,0
Boyd-Sanchez,1,0
Boyer Group,1,0
"Boyer, Baker and Sellers",1,0
"Boyer, Taylor and Turner",1,0
"Boyle, Moody and Skinner",1,0
Boyle-Nunez,1,0
Boyle-Petersen,1,0
Boyle-White,1,0
"Bradford, Franklin and Mcmahon",1,0
Bradford-Davis,1,0
Bradford-Klein,1,0
Bradley Inc,1,0
Bradley Ltd,1,0
Bradley PLC,1,0
Bradley and Sons,1,0
"Bradley, Copeland and Ellis",1,0
"Bradley, Mcintosh and Simpson",1,0
"Bradley, Miles and Coleman",1,0
"Bradley, Sexton and Austin",1,0
"Bradshaw, Costa and Martin",1,0
"Bradshaw, Hill and Lopez",1,0
"Bradshaw, Riley and Rhodes",1,0
Bradshaw-Mcbride,1,0
Bradshaw-Morales,1,0
Bradshaw-Schneider,1,0
Bradshaw-Tucker,1,0
Bradshaw-Watson,1,0
Brady and Sons,1,1
Brady-Contreras,1,0
Brandt LLC,1,0
Brandt and Sons,1,0
Bray Ltd,1,0
"Brennan, Shaffer and Greene",1,0
Brewer Inc,1,0
"Brewer, Carlson and Stephens",1,0
"Brewer, Joseph and Kelley",1,0
"Brewer, Krueger and Bailey",1,0
"Brewer, Wiggins and Dunn",1,0
Brewer-Caldwell,1,0
Brewer-Murphy,1,0
Bridges Ltd,1,0
"Bridges, Aguirre and Foster",1,0
Bridges-Best,1,0
Briggs Inc,1,0
Briggs Ltd,1,0
Briggs and Sons,1,0
Briggs-Young,1,0
Bright-Butler,1,0
Bright-Walsh,1,0
Briny S.A. de C.V. Surfboard,1,1
Brisa Marina CJSC Bonito,15,1
Brisa Marina OJSC Freight,1,1
Brisa del Este AS,23,1
Brisa del Este Cargo Bonito,1,1
Brisa del Este GmbH,1,1
Brisa del Este Ltd Solutions,4,1
Brisa del Este S.p.A. Holdings,3,1
Brisa del Mar Co,2,1
Brisa del Mar Current Inc Express,48,1
Brisa del Mar Ges.m.b.H. Forwading,3,1
Brisa del Mar GmbH,27,1
Brisa del Mar Ltd. Liability Co,1,1
Brisa del Mar OJSC Line,11,1
Brisa del Mar Plc,3,1
Brisa del Mar S.A. de C.V. United,1,1
Brock Ltd,1,0
Brock-Bryant,1,0
Brooks Group,3,0
Brooks Inc,1,0
Brooks Ltd,1,0
"Brooks, Garcia and Wilson",1,0
"Brooks, Henderson and Brown",1,0
"Brooks, Henderson and Callahan",1,0
"Brooks, Lawrence and Jensen",1,0
"Brooks, Robinson and Young",1,0
Brooks-Franklin,1,0
Brooks-Gutierrez,1,0
Brooks-Ingram,1,0
Brooks-Johnson,1,0
Brooks-Murphy,1,0
Brooks-Simpson,1,0
Brown Group,9,2
Brown Inc,4,3
Brown LLC,5,4
Brown Ltd,7,0
Brown PLC,3,2
Brown and Sons,6,1
"Brown, Anderson and Bridges",1,0
"Brown, Anderson and Henderson",1,0
"Brown, Bautista and Smith",1,0
"Brown, Bell and Oneal",1,0
"Brown, Bright and Black",1,0
"Brown, Campbell and Robinson",1,0
"Brown, Ellis and Ferguson",1,0
"Brown, Frederick and Ramirez",1,0
"Brown, Gardner and Elliott",1,0
"Brown, Garner and Porter",1,0
"Brown, Graham and Wilson",1,0
"Brown, Green and Lyons",1,0
"Brown, Gregory and Stuart",1,0
"Brown, Hogan and Bishop",1,0
"Brown, Holmes and Williams",1,0
"Brown, Jackson and Marshall",1,0
"Brown, Martin and Sanchez",1,0
"Brown, Martin and White",1,0
"Brown, Mcmillan and Buchanan",1,0
"Brown, Morris and Long",1,0
"Brown, Nelson and Johnson",1,0
"Brown, Noble and Krueger",1,0
"Brown, Pena and Moore",1,0
"Brown, Pittman and Johnson",1,0
"Brown, Pruitt and Adams",1,0
"Brown, Ramirez and Hernandez",1,0
"Brown, Shaw and Cook",1,0
"Brown, Stewart and Thompson",1,0
"Brown, Taylor and Gonzales",1,0
"Brown, Thomas and Heath",1,0
"Brown, Walton and Johnson",1,0
"Brown, Watson and Faulkner",1,0
"Brown, Watts and Golden",1,0
"Brown, Weber and Rivera",1,0
Brown-Barrett,1,0
Brown-Bowen,1,0
Brown-Brown,1,1
Brown-Bryan,1,0
Brown-Cook,1,0
Brown-Curtis,1,0
Brown-Dunn,1,0
Brown-Evans,1,0
Brown-Gallegos,1,0
Brown-Greer,1,0
Brown-Jordan,1,0
Brown-Kelley,1,0
Brown-King,1,0
Brown-Krause,1,0
Brown-Miller,1,0
Brown-Monroe,1,0
Brown-Morrison,1,0
Brown-Neal,1,0
Brown-Pruitt,1,0
Brown-Reyes,1,0
Brown-Rowland,1,0
Brown-Sims,1,0
Brown-Thomas,1,0
Brown-Torres,1,0
Brown-Turner,1,0
Brown-Williams,1,0
"Browning, Haley and Kelley",1,0
Bruce Group,1,0
Bruce Inc,1,0
Bruce and Sons,1,0
Bruce-Smith,1,0
Bryan PLC,1,0
"Bryan, Clark and Gibson",1,0
Bryan-Daugherty,1,0
Bryan-Lane,1,0
Bryan-Odonnell,1,0
Bryant LLC,1,0
Bryant PLC,1,0
"Bryant, Jones and Ayala",1,0
"Bryant, Myers and Mckay",1,0
"Bryant, Padilla and Mccarty",1,0
"Bryant, Smith and Dixon",1,0
"Bryant, Tran and Scott",1,0
Bryant-Mcgrath,1,0
Bryant-Pennington,1,0
Bryant-Scott,1,0
Bryant-Vaughn,1,0
Bu yu wang AG,22,1
Bu yu wang Fish  Ltd. Corporation Family,1,2
Bu yu wang Inc,2,2
Bu yu wang Inc Logistics,1,1
Bu yu wang LLC Family,3,1
Bu yu wang NV,1,1
Bu yu wang NV Enterprises,3,1
Bu yu wang Pic Export,1,1
Bu yu wang SRL,1,1
Bu yu wang Sagl,1,0
"Buchanan, Jackson and Allen",1,0
"Buchanan, Morris and Howard",1,0
Buchanan-White,1,0
Buck Inc,1,0
"Buck, Bowers and Hamilton",1,0
Buckley-Hanson,1,0
Bujagali Falls  Tidal flat A/S Freight,4,1
Bullock Inc,1,0
Bullock Ltd,1,0
"Bullock, Johnson and Douglas",1,0
Burch PLC,1,0
Burch-Baker,1,0
Burgess Inc,1,0
Burgess LLC,1,0
Burgess and Sons,1,0
"Burgess, Chambers and Taylor",1,0
"Burgess, Conley and Fisher",1,0
"Burgess, Dixon and Charles",1,0
Burgess-Powell,1,0
Burgess-Williams,1,0
Burke Group,2,0
Burke Inc,1,2
Burke and Sons,1,1
"Burke, Lee and Nguyen",1,0
"Burke, Watkins and Short",1,0
Burke-Carter,1,0
Burke-Johns,1,0
Burke-Smith,1,0
Burke-Weeks,1,0
Burnett Ltd,1,0
"Burnett, Nicholson and Gonzalez",1,0
Burnett-Underwood,1,0
Burns LLC,1,0
"Burns, Davis and Clark",1,0
"Burns, Dixon and Thomas",1,0
"Burns, Murphy and Woods",1,0
"Burns, Nelson and Young",1,0
"Burns, Schwartz and Preston",1,0
"Burns, West and Stewart",1,0
"Burns, Wilson and Stewart",1,0
"Burns, Wood and Smith",1,0
Burns-Cannon,1,0
Burns-Edwards,1,0
Burns-Elliott,1,0
Burns-Macdonald,1,0
Burns-Perez,1,0
Burton and Sons,1,1
"Burton, Crawford and Morris",1,0
"Burton, Hubbard and Moore",1,0
"Burton, Page and Williams",1,0
"Burton, Ramos and Bryant",1,0
Burton-Carter,1,0
Burton-Dunn,1,0
Burton-Ross,1,0
Bush LLC,2,0
Bush and Sons,1,0
"Bush, Aguirre and Edwards",1,0
"Bush, Wilson and Ayala",1,0
Bush-Coleman,1,0
Bush-Harris,1,0
Bush-Peck,1,0
Butler LLC,1,0
Butler Ltd,1,0
Butler PLC,2,1
"Butler, Green and Schneider",1,0
"Butler, Hendricks and Sherman",1,0
"Butler, Lee and Haley",1,0
Butler-Harper,1,0
Butler-Lyons,1,0
Byrd Group,1,0
Byrd LLC,1,0
"Byrd, Ramos and Cannon",1,0
Byrd-Flores,1,0
Byrd-Gordon,1,0
Byrd-Thomas,1,0
Cabrera Group,1,0
Cabrera PLC,1,0
"Cabrera, Cross and Forbes",1,0
"Cabrera, Watson and Finley",1,0
Cain Ltd,1,1
"Cain, Hernandez and Gillespie",1,0
Calder Sailor Co & Son's,1,0
Calder Swordfish Company Line,34,1
Calderon-Byrd,1,0
Calderon-Douglas,1,0
Calderon-Golden,1,0
Calderon-Rodriguez,1,0
Calderon-Wallace,1,0
Caldwell Group,1,0
Caldwell Inc,1,0
"Caldwell, Lopez and Strickland",1,0
"Caldwell, Rojas and Garcia",1,0
Caldwell-Conner,1,0
Caldwell-Jones,1,0
Caldwell-Shepherd,1,0
Calhoun and Sons,1,0
"Calhoun, Barnes and Chambers",1,0
Callahan Group,1,0
Callahan LLC,2,0
Callahan PLC,1,0
"Callahan, Smith and Harris",1,0
Callahan-Peterson,1,0
"Camacho, Arias and Mcintyre",1,0
"Camacho, Richardson and Myers",1,0
"Camacho, Thomas and Huff",1,0
Cameron Group,1,0
"Cameron, Robinson and Murray",1,0
Cameron-Baker,1,0
Cameron-Coleman,1,0
Cameron-Moore,1,0
Cameron-Wu,1,0
Cameroon Estuary  AB Marine ecology,2,1
Cameroon Estuary  AS Sandbar,2,0
Cameroon Estuary  Cargo ship,4,1
Cameroon Estuary  GmbH & Co. KG Carriers,3,1
Campbell Group,1,0
Campbell Inc,1,0
Campbell Ltd,2,1
Campbell PLC,1,1
Campbell and Sons,1,1
"Campbell, Alexander and Perry",1,0
"Campbell, Davidson and Tran",1,0
"Campbell, Fox and Stewart",1,0
"Campbell, Harmon and Fisher",1,0
"Campbell, Luna and Hall",1,0
"Campbell, Ortiz and Petersen",1,0
"Campbell, Rodriguez and Krause",1,0
"Campbell, Taylor and Ali",1,0
"Campbell, Taylor and Hoffman",1,0
"Campbell, Valdez and Stevens",1,0
"Campbell, Washington and Johnson",1,0
Campbell-Austin,1,0
Campbell-Bautista,1,0
Campbell-Chen,1,0
Campbell-Cunningham,1,0
Campbell-Kim,1,0
Campbell-Lynn,1,0
Campbell-Morales,1,0
Campbell-Porter,1,0
Campos Inc,2,0
Campos PLC,1,0
"Campos, Smith and Jenkins",1,0
Campos-Bailey,1,0
Campos-Navarro,1,0
"Cannon, Price and Tucker",1,0
Cannon-Choi,1,0
Cannon-Fitzgerald,1,0
Cannon-Kaufman,1,0
Cantrell-Alexander,1,0
Cantrell-Harper,1,0
"Cantu, Baker and Sanchez",1,0
"Cantu, Brown and Mathews",1,0
Cape Verde Islands  Inc,1,1
Cape Verde Islands  Limited Liability Company Logistics,7,1
Cape Verde Islands  Ltd. Liability Co,2,1
Cape Verde Islands  Ltd. Liability Co Transit,2,1
Cape Verde Islands  Oyj,2,1
Cape Verde Islands  Plc Otter,1,1
Cape of Good Hope   AG Express,1,1
Cape of Good Hope   BV,1,1
Cape of Good Hope   Company,5,1
Cape of Good Hope   Corporation,4,1
Cape of Good Hope   Kga,5,2
Cape of Good Hope   Pic,1,1
Cape of Good Hope   Trout,4,1
Caracola Azul Marine biology,2,1
Caracola Azul S.A. de C.V.,2,1
Caracola Marina Corp Family,22,1
Caracola de Coral Family,2,1
Caracola de Coral Shipyard Sp Investment,2,1
Caracola del Este Cargo,3,1
Caracola del Este Corp,3,1
Caracola del Este Corporation Express,24,1
Caracola del Este Delivery,5,1
Caracola del Este Enterprises,54,0
Caracola del Este Ges.m.b.H.,3,2
Caracola del Este Kga,2,1
Caracola del Este N.V.,1,0
Caracola del Este Plc United,2,1
Caracola del Este Sagl Solutions,4,1
Caracola del Este Seal,3,0
Caracola del Este Underwater,1,1
Caracola del Mar A/S,1,1
Caracola del Mar BV,2,1
Caracola del Mar Catchers,1,0
Caracola del Mar Co,6,1
Caracola del Mar Company,4,2
Caracola del Mar Corporation,3,1
Caracola del Mar Investment Krill,6,1
Caracola del Mar Merchants,2,1
Caracola del Mar NV Family,4,1
Caracola del Mar Plc,2,0
Caracola del Mar SRL Logistics,1,0
Caracola del Sol AB,1,1
Caracola del Sol Company,1,1
Caracola del Sol Company Express,2,1
Caracola del Sol Corp & Son's,2,1
Caracola del Sol LC,6,1
Caracola del Sol Ltd. Liability Co,1,0
Caracola del Sol Seabass,2,1
Carey Inc,1,0
"Carey, Henson and Stevens",1,0
Carey-Johnson,1,0
Carlson Inc,1,0
Carlson LLC,1,0
"Carlson, Brooks and Roth",1,0
"Carlson, Bruce and Miller",1,0
"Carlson, Butler and Booth",1,0
"Carlson, Farley and Carter",1,0
"Carlson, Fitzgerald and Ramirez",1,0
"Carlson, Gonzalez and Caldwell",1,0
"Carlson, Hudson and Yu",1,0
"Carlson, Johnson and Lane",1,0
"Carlson, Nelson and Perez",1,0
"Carney, Lopez and Schaefer",1,0
Carpenter Group,1,0
"Carpenter, Barnes and Johnson",1,0
Carpenter-Arias,1,0
Carpenter-Moss,1,0
Carpenter-Sherman,1,0
Carr Group,1,0
Carr and Sons,1,1
Carr-Collins,1,0
Carr-Solomon,1,0
Carr-Taylor,1,0
Carr-Wilson,1,1
Carrillo Group,1,0
Carrillo and Sons,2,0
"Carrillo, Cooper and Cruz",1,0
"Carrillo, Shaw and Hansen",1,0
"Carrillo, Wilson and Gallagher",1,0
Carrillo-Harris,1,0
Carrillo-Oliver,1,0
Carroll Group,1,0
"Carroll, Lang and Lee",1,0
"Carroll, Pearson and Sexton",1,0
"Carroll, Scott and Cannon",1,0
Carroll-Craig,1,0
Carroll-Dawson,1,0
Carroll-Glover,1,0
Carroll-Hughes,1,0
Carroll-Jones,1,0
Carroll-Sherman,1,0
Carson LLC,2,2
Carson Ltd,1,0
Carson-Keller,1,0
Carter Group,1,1
Carter LLC,2,0
"Carter, Brown and Joseph",1,0
"Carter, Morgan and Mills",1,0
"Carter, Ross and Phillips",1,0
"Carter, Schmidt and Pruitt",1,0
"Carter, Sheppard and Wallace",1,0
"Carter, Watkins and Duran",1,0
Carter-Mullins,1,0
Casablanca Coast  Flounder Oyj Line,1,1
Casablanca Coast  Limited Liability Company Holdings,2,1
Case Group,1,0
Case-Randolph,1,0
Casey LLC,1,0
"Casey, Huang and Moran",1,0
"Casey, Nguyen and Durham",1,0
"Casey, Welch and Kim",1,0
Castaneda-Knight,1,0
Castaneda-Stephens,1,0
Castillo Inc,1,1
Castillo PLC,1,0
"Castillo, Bradley and Mckenzie",1,0
"Castillo, Whitaker and Martinez",1,0
Castillo-Chase,1,0
Castillo-Mitchell,1,0
Castillo-Norris,1,0
Castro Group,3,0
Castro Inc,1,0
Castro LLC,2,0
Castro PLC,1,1
"Castro, Carr and Green",1,0
Castro-Crawford,1,0
Cervantes Group,1,0
Cervantes Inc,1,0
Cervantes Ltd,1,0
Cervantes-Bryant,1,0
Cervantes-Cook,1,0
Cervantes-Martinez,1,0
Chambers Inc,1,0
Chambers and Sons,2,1
"Chambers, Gutierrez and Smith",1,0
"Chambers, Hernandez and Hughes",1,0
"Chambers, Martinez and Martinez",1,0
Chambers-Castro,1,0
Chambers-Wagner,1,0
Chan Group,1,0
"Chan, Hunt and Thompson",1,0
"Chan, Mcbride and Acevedo",1,0
Chandler LLC,2,0
"Chandler, Meyers and Pham",1,0
Chandler-Kelly,1,0
"Chaney, Boone and Greene",1,0
Chaney-Brown,1,0
Chaney-Kelly,1,0
Chang LLC,1,0
"Chang, Perry and Perez",1,0
"Chang, Yates and Wagner",1,0
Chang-Stone,1,0
Changsha S.A. de C.V. Delivery,1,1
Chapman LLC,2,0
Chapman PLC,1,1
"Chapman, Acosta and Baker",1,0
"Chapman, Charles and Tate",1,0
"Chapman, Gross and Davis",1,0
"Chapman, Reed and Brooks",1,0
"Chapman, Sanders and Martinez",1,0
Chapman-Bell,1,0
Chapman-Jackson,1,0
Charles PLC,1,0
"Charles, Castro and Spence",1,0
Chase Inc,1,0
"Chase, Hernandez and Wade",1,0
Chavez Inc,1,0
Chavez LLC,5,0
Chavez PLC,1,0
"Chavez, Garcia and Smith",1,0
"Chavez, Smith and Rios",1,0
"Chavez, Young and Rodriguez",1,0
Chavez-Frank,1,0
Chavez-Mckinney,1,0
Chavez-White,1,0
Chavez-Williams,1,0
Chavez-Yoder,1,0
Chavez-Young,1,0
Chen and Sons,1,0
"Chen, Adams and Scott",1,0
"Chen, Dickerson and Guerra",1,0
"Chen, Jones and Davis",1,0
"Chen, Mcdaniel and Landry",1,0
"Chen, Ray and Wilson",1,0
Chen-Byrd,1,0
Cherry LLC,1,0
"Cherry, Ford and Fields",1,0
"Cherry, Hill and Mason",1,0
Chhattisgarh   GmbH & Co. KG Sea spray,6,1
Chhattisgarh   Ltd. Liability Co,4,1
Chhattisgarh   S.A. de C.V.,2,1
Chhattisgarh  GmbH & Co. KG,2,1
Chhattisgarh  Limited Liability Company,1,1
Chhattisgarh  Logistics Tom yum,1,1
Chhattisgarh  Ltd. Liability Co,2,1
Chhattisgarh  Ocean Ltd Cargo,2,1
Chhattisgarh  S.A. de C.V. Fish,1,1
Choi Group,1,0
Choi Inc,1,0
Choi-Patton,1,0
Choi-Todd,1,0
Christensen Ltd,1,0
"Christensen, Whitaker and Bailey",1,0
"Christensen, Williams and Garcia",1,0
Christensen-Martinez,1,0
Christensen-Taylor,1,0
Christian Ltd,1,0
"Christian, Graham and Miller",1,0
"Christian, Hodge and Cummings",1,0
Christian-Hodges,1,0
Christopher Ltd. Liability Co,27,1
Chuan gou  Catchers Company Forwading,2,1
"Chung, Berry and Mason",1,0
Church and Sons,1,0
Cisneros Inc,1,0
Cisneros LLC,1,0
Cisneros Ltd,1,0
Cisneros PLC,2,1
"Cisneros, Crawford and Jackson",1,0
Clark Group,3,1
Clark Inc,1,0
Clark LLC,2,1
Clark Ltd,4,1
Clark PLC,2,1
Clark and Sons,3,1
"Clark, Alvarez and Johnson",1,0
"Clark, Bailey and Hansen",1,0
"Clark, Cervantes and Ballard",1,0
"Clark, Dickerson and Griffin",1,0
"Clark, Estrada and Perry",1,0
"Clark, Gonzalez and Dunn",1,0
"Clark, Hansen and Phillips",1,0
"Clark, Hogan and Morse",1,0
"Clark, Jones and Hernandez",1,0
"Clark, Leon and Allen",1,0
"Clark, Marquez and Mccoy",1,0
"Clark, Steele and Clark",1,0
"Clark, Stewart and Cox",1,0
"Clark, Wilson and Adams",1,0
Clark-Barrera,1,0
Clark-Cannon,1,0
Clark-Castillo,1,0
Clark-Chang,1,0
Clark-Erickson,1,0
Clark-Herrera,1,0
Clark-Hinton,1,0
Clark-Johnson,1,0
Clark-Kelly,1,0
Clark-Massey,1,0
Clark-Rivers,1,0
Clark-Sandoval,1,0
Clark-Simpson,1,0
Clark-Turner,1,0
Clarke LLC,1,0
Clarke and Sons,1,0
"Clarke, Lawrence and Salazar",1,0
"Clarke, Thomas and Martin",1,0
"Clay, Collins and Ryan",1,0
"Clay, Phillips and Joyce",1,0
"Clayton, Parker and Long",1,0
Clements Group,1,0
"Clements, Quinn and Davis",1,0
Clements-Cole,1,0
"Cline, Golden and Carlson",1,0
Coastal Castaway AB and Son's,2,1
Coastal Castaway GmbH & Co. KG,2,1
Coastal Castaway Logistics Trout,2,1
Coastal Castaway Sp Herring,2,0
Coastal Castaway Wave Limited Liability Company Shipping,1,1
Coastal Charm AG Overseas,1,1
Coastal Charm Ltd. Corporation,8,1
Coastal Currents Co Marine biology,1,1
Coastal Currents Ltd. Corporation Transport,1,1
"Cobb, Marsh and White",1,0
Cochran Inc,1,0
Cochran PLC,1,0
"Cochran, Maxwell and Gentry",1,0
Cochran-Hoover,1,0
Cochran-Wiggins,1,0
"Coffey, Chen and Bond",1,0
"Coffey, Marshall and Lopez",1,0
"Coffey, Shaw and Hart",1,0
"Coffey, Smith and Williams",1,0
"Coffey, Vazquez and Garcia",1,0
Cohen Ltd,1,0
Cohen-Hansen,1,0
Cohen-Walker,1,0
Cohen-Young,1,0
Cole and Sons,1,0
"Cole, Williams and Drake",1,0
Cole-Crosby,1,0
Cole-Kline,1,0
Cole-Owens,1,0
Coleman Group,3,1
Coleman LLC,1,3
Coleman PLC,1,1
"Coleman, Cain and Ford",1,0
"Coleman, Murphy and Miller",1,0
"Coleman, Ray and Hart",1,0
Coleman-Lee,1,0
Coleman-Lindsey,1,0
Coleman-Ramirez,1,0
Coleman-Smith,1,0
Coleman-Thomas,2,0
Collier LLC,1,0
"Collier, Terrell and Howard",1,0
Collier-Ramirez,1,0
Collins Inc,1,1
Collins Ltd,1,0
Collins PLC,1,0
"Collins, Herrera and Roth",1,0
"Collins, Lawson and Mullins",1,0
"Collins, Lin and Lester",1,0
Collins-Brown,1,0
Collins-Fox,1,0
Collins-Garcia,1,0
Collins-Hicks,1,0
Collins-Lambert,1,0
Collins-Lynch,1,0
Collins-Marquez,1,0
Collins-Nelson,1,0
Collins-Owen,1,0
Collins-Riley,1,0
Collins-Warner,1,0
Colon Inc,2,1
"Colon, Cross and Gibbs",1,0
Combs Inc,2,0
"Combs, Anderson and Curtis",1,0
"Combs, Morales and Turner",1,0
"Compton, Johnson and Figueroa",1,0
"Compton, Schmidt and Kelly",1,0
Compton-Lewis,1,0
Congo Rapids   AG Sea spray,4,1
Congo Rapids   CJSC Forwading,2,1
Congo Rapids   Corporation Sextant,1,1
Congo Rapids   Ltd. Corporation,58,2
Congo River  AG Worldwide,2,1
Congo River  CJSC Forwading,3,1
Conley and Sons,1,0
"Conley, Gaines and Banks",1,0
"Conley, Thomas and Davidson",1,0
Conley-Ramos,1,0
Conley-Shaw,1,0
Conley-Summers,1,0
Conner Ltd,1,0
"Conner, Nelson and Morrison",1,0
Conner-Mcclure,1,0
Conner-Vasquez,1,0
Conrad Inc,1,0
"Conrad, Allen and Lam",1,0
"Conrad, Little and Hampton",1,0
Conrad-Brown,1,0
Conrad-Ramirez,1,0
Contreras Group,1,0
"Contreras, Perez and Gilbert",1,0
"Contreras, Stokes and Martin",1,0
"Contreras, Wilson and Mcfarland",1,0
Contreras-Rodriguez,1,0
Contreras-Wallace,1,0
Conway-Suarez,1,0
Cook LLC,1,0
Cook Ltd,1,2
Cook PLC,2,2
"Cook, Butler and Barnett",1,0
"Cook, Edwards and Thompson",1,0
"Cook, Hansen and Taylor",1,0
"Cook, Warren and Moon",1,0
Cook-Fitzgerald,1,0
Cook-Smith,1,0
Cook-Terry,1,0
Cook-Turner,1,0
Cooke and Sons,1,0
Cooke-Taylor,1,0
"Cooley, Johnson and Hamilton",1,0
Cooper Inc,1,1
Cooper Ltd,1,0
Cooper PLC,2,0
"Cooper, Barnes and Blackwell",1,0
"Cooper, Graves and Ward",1,0
"Cooper, Hayden and Shelton",1,0
"Cooper, Wright and Garner",1,0
Cooper-Carr,1,0
Cooper-Cohen,1,0
Cooper-Hansen,1,0
Cooper-Harper,1,0
Cooper-Jones,1,0
Cooper-Page,1,0
"Copeland, Davis and King",1,0
"Copeland, Logan and Richards",1,0
Copeland-Burke,1,0
Copeland-Clark,1,0
Coral Azul AB Manatee,3,1
Coral Azul GmbH & Co. KG Services,3,1
Coral Azul GmbH Logistics,2,1
Coral Azul S.A. de C.V.,3,2
Coral Azul S.p.A. Motorboat,2,1
Coral Azul and OJSC Brothers,2,1
Coral Cove CJSC and Son's,2,1
Coral Cove Corp Worldwide,1,1
Coral Cove Corporation Delivery,2,1
Coral Cove Kga Merchants,3,1
Coral Cove LC Hull,4,1
Coral Cove Marine mist LC Export,1,1
Coral Cove OJSC Import,6,1
Coral Cove Oyj and Son's,3,1
Coral Kingdom AB Import,1,1
Coral Kingdom NV Solutions,1,1
Coral Reef LLC Holdings,1,1
Coral Rojo Seafoam GmbH Services,2,1
Coral Rojo ОАО and Son's,3,1
Coral del Cielo Inc Marine conservation,2,1
Coral del Cielo Shipping,1,1
Coral del Cielo Swordfish Oyj Shipping,22,1
Coral del Mar & BV Import,1,1
Coral del Mar A/S,3,1
Coral del Mar AB,1,1
Coral del Mar Incorporated,7,1
Coral del Mar SE,2,1
Coral del Mar SE United,29,1
Coral del Sur Inc,1,1
Coral del Sur Inc Enterprises,1,1
Coral del Sur Inc United,9,1
Coral del Sur Limited Liability Company Consultants,13,1
Coral del Sur Ltd,16,1
Coral del Sur Ltd. Liability Co Consultants,1,1
Coral del Sur SRL,2,1
Coral del Sur Sagl Family,6,1
CoralCove Foods Company International,2,1
CoralCove Foods GmbH & Co. KG,1,1
CoralCove Foods NV Tidepool,2,1
CoralCove Foods OJSC Overseas,3,1
CoralCrest Ltd. Corporation Cargo,1,1
"Cordova, Phillips and Leach",1,0
Corp Pic Marine life,3,1
Corporation Ltd. Liability Co,2,1
Cortez Group,1,0
Cortez Inc,1,1
Cortez LLC,1,0
Cortez and Sons,1,0
"Cortez, Herrera and Carpenter",1,0
"Cortez, Paul and King",1,0
"Cortez, Sosa and Ritter",1,0
"Cortez, Tapia and Holland",1,0
Cortez-Johnson,1,0
Cortez-Mcintosh,1,0
Cortez-Williams,1,0
Costa de Coral Corporation Worldwide,2,1
Costa de Coral Inc Transportation,6,1
Costa de Coral Kga,5,1
Costa de Coral Kga Delivery,2,1
Costa de Coral Pelican SRL Distribution,2,1
Costa de Coral ОАО,2,1
Costa de Oro Corp Cargo,2,1
Costa de Oro NV,3,1
Costa de Oro NV Holdings,2,1
Costa de Oro Wharf Plc Line,2,1
Costa de Oro ОАО Transportation,1,1
Costa de la Felicidad Corporation,1,1
Costa de la Felicidad LLC,8,1
Costa de la Felicidad Ltd,9,1
Costa de la Felicidad Ltd. Corporation,2,0
Costa de la Felicidad United,22,1
Costa de la Felicidad and Sagl Marine,1,1
Costa del Mar A/S Brothers,3,0
Costa del Mar AS,1,1
Costa del Mar Co,2,1
Costa del Mar Corporation,1,1
Costa del Mar Ges.m.b.H. Brothers,3,1
Costa del Mar Inc Forwading,1,1
